Gene,Name
SLC35C2,solute carrier family 35 member C2
SLC35D1,solute carrier family 35 member D1
SLC35D2,solute carrier family 35 member D2
SLC35D3,solute carrier family 35 member D3
SLC35E1,solute carrier family 35 member E1
SLC35E2,solute carrier family 35 member E2A
SLC35E2B,solute carrier family 35 member E2B
SLC35E3,solute carrier family 35 member E3
SLC35E4,solute carrier family 35 member E4
SLC35F1,solute carrier family 35 member F1
SLC35F2,solute carrier family 35 member F2
SLC35F3,solute carrier family 35 member F3
SLC35F4,solute carrier family 35 member F4
SLC35F5,solute carrier family 35 member F5
SLC35F6,solute carrier family 35 member F6
SLC35G1,solute carrier family 35 member G1
SLC35G2,solute carrier family 35 member G2
SLC35G3,solute carrier family 35 member G3
SLC35G4P,solute carrier family 35 member G4
SLC35G5,solute carrier family 35 member G5
SLC35G6,solute carrier family 35 member G6
SLC36A1,solute carrier family 36 member 1
SLC36A2,solute carrier family 36 member 2
SLC36A3,solute carrier family 36 member 3
SLC36A4,solute carrier family 36 member 4
SLC37A1,solute carrier family 37 member 1
SLC37A2,solute carrier family 37 member 2
SLC37A3,solute carrier family 37 member 3
SLC37A4,solute carrier family 37 member 4
SLC38A1,solute carrier family 38 member 1
SLC38A10,solute carrier family 38 member 10
SLC38A11,solute carrier family 38 member 11
SLC38A2,solute carrier family 38 member 2
SLC38A3,solute carrier family 38 member 3
SLC38A4,solute carrier family 38 member 4
SLC38A5,solute carrier family 38 member 5
SLC38A6,solute carrier family 38 member 6
SLC38A7,solute carrier family 38 member 7
SLC38A8,solute carrier family 38 member 8
SLC38A9,solute carrier family 38 member 9
SLC39A1,solute carrier family 39 member 1
SLC39A10,solute carrier family 39 member 10
SLC39A11,solute carrier family 39 member 11
SLC39A12,solute carrier family 39 member 12
SLC39A13,solute carrier family 39 member 13
SLC39A14,solute carrier family 39 member 14
SLC39A2,solute carrier family 39 member 2
SLC39A3,solute carrier family 39 member 3
SLC39A4,solute carrier family 39 member 4
SLC39A5,solute carrier family 39 member 5
SLC39A6,solute carrier family 39 member 6
SLC39A7,solute carrier family 39 member 7
SLC39A8,solute carrier family 39 member 8
SLC39A9,solute carrier family 39 member 9
SLC3A1,solute carrier family 3 member 1
SLC3A2,solute carrier family 3 member 2
SLC40A1,solute carrier family 40 member 1
SLC41A1,solute carrier family 41 member 1
SLC41A2,solute carrier family 41 member 2
SLC41A3,solute carrier family 41 member 3
SLC43A1,solute carrier family 43 member 1
SLC43A2,solute carrier family 43 member 2
SLC43A3,solute carrier family 43 member 3
SLC44A1,solute carrier family 44 member 1
SLC44A2,solute carrier family 44 member 2
SLC44A3,solute carrier family 44 member 3
SLC44A4,solute carrier family 44 member 4
SLC44A5,solute carrier family 44 member 5
SLC45A1,solute carrier family 45 member 1
SLC45A2,solute carrier family 45 member 2
SLC45A3,solute carrier family 45 member 3
SLC45A4,solute carrier family 45 member 4
SLC46A1,solute carrier family 46 member 1
SLC46A2,solute carrier family 46 member 2
SLC46A3,solute carrier family 46 member 3
SLC47A1,solute carrier family 47 member 1
SLC47A2,solute carrier family 47 member 2
SLC48A1,solute carrier family 48 member 1
SLC4A1,solute carrier family 4 member 1 (Diego blood group)
SLC4A10,solute carrier family 4 member 10
SLC4A11,solute carrier family 4 member 11
SLC4A1AP,solute carrier family 4 member 1 adaptor protein
SLC4A2,solute carrier family 4 member 2
SLC4A3,solute carrier family 4 member 3
SLC4A4,solute carrier family 4 member 4
SLC4A5,solute carrier family 4 member 5
SLC4A7,solute carrier family 4 member 7
SLC4A8,solute carrier family 4 member 8
SLC4A9,solute carrier family 4 member 9
SLC50A1,solute carrier family 50 member 1
SLC51A,solute carrier family 51 subunit alpha
SLC51B,solute carrier family 51 subunit beta
SLC52A1,solute carrier family 52 member 1
SLC52A2,solute carrier family 52 member 2
SLC52A3,solute carrier family 52 member 3
SLC5A1,solute carrier family 5 member 1
SLC5A10,solute carrier family 5 member 10
SLC5A11,solute carrier family 5 member 11
SLC5A12,solute carrier family 5 member 12
SLC5A2,solute carrier family 5 member 2
SLC5A3,solute carrier family 5 member 3
SLC5A4,solute carrier family 5 member 4
SLC5A5,solute carrier family 5 member 5
SLC5A6,solute carrier family 5 member 6
SLC5A7,solute carrier family 5 member 7
SLC5A8,solute carrier family 5 member 8
SLC5A9,solute carrier family 5 member 9
SLC6A1,solute carrier family 6 member 1
SLC6A10P,"solute carrier family 6 member 10, pseudogene"
SLC6A11,solute carrier family 6 member 11
SLC6A12,solute carrier family 6 member 12
SLC6A13,solute carrier family 6 member 13
SLC6A14,solute carrier family 6 member 14
SLC6A15,solute carrier family 6 member 15
SLC6A16,solute carrier family 6 member 16
SLC6A17,solute carrier family 6 member 17
SLC6A18,solute carrier family 6 member 18
SLC6A19,solute carrier family 6 member 19
SLC6A2,solute carrier family 6 member 2
SLC6A20,solute carrier family 6 member 20
SLC6A3,solute carrier family 6 member 3
SLC6A4,solute carrier family 6 member 4
SLC6A5,solute carrier family 6 member 5
SLC6A6,solute carrier family 6 member 6
SLC6A7,solute carrier family 6 member 7
SLC6A8,solute carrier family 6 member 8
SLC6A9,solute carrier family 6 member 9
SLC7A1,solute carrier family 7 member 1
SLC7A10,solute carrier family 7 member 10
SLC7A11,solute carrier family 7 member 11
SLC7A11-AS1,SLC7A11 antisense RNA 1
SLC7A13,solute carrier family 7 member 13
SLC7A14,solute carrier family 7 member 14
SLC7A2,solute carrier family 7 member 2
SLC7A3,solute carrier family 7 member 3
SLC7A4,solute carrier family 7 member 4
SLC7A5,solute carrier family 7 member 5
SLC7A5P1,solute carrier family 7 member 5 pseudogene 1
SLC7A5P2,solute carrier family 7 member 5 pseudogene 2
SLC7A6,solute carrier family 7 member 6
SLC7A6OS,solute carrier family 7 member 6 opposite strand
SLC7A7,solute carrier family 7 member 7
SLC7A8,solute carrier family 7 member 8
SLC7A9,solute carrier family 7 member 9
SLC8A1,solute carrier family 8 member A1
SLC8A1-AS1,SLC8A1 antisense RNA 1
SLC8A2,solute carrier family 8 member A2
SLC8A3,solute carrier family 8 member A3
SLC8B1,solute carrier family 8 member B1
SLC9A1,solute carrier family 9 member A1
SLC9A10,solute carrier family 9 member C1
SLC9A11,solute carrier family 9 member C2 (putative)
SLC9A2,solute carrier family 9 member A2
SLC9A3,solute carrier family 9 member A3
SLC9A3R1,SLC9A3 regulator 1
SLC9A3R2,SLC9A3 regulator 2
SLC9A4,solute carrier family 9 member A4
SLC9A5,solute carrier family 9 member A5
SLC9A6,solute carrier family 9 member A6
SLC9A7,solute carrier family 9 member A7
SLC9A7P1,solute carrier family 9 member 7 pseudogene 1
SLC9A8,solute carrier family 9 member A8
SLC9A9,solute carrier family 9 member A9
SLC9A9-AS1,SLC9A9 antisense RNA 1
SLC9B1,solute carrier family 9 member B1
SLC9B2,solute carrier family 9 member B2
SLC9C1,solute carrier family 9 member C1
SLC9C2,solute carrier family 9 member C2 (putative)
SLCO1A2,solute carrier organic anion transporter family member 1A2
SLCO1B1,solute carrier organic anion transporter family member 1B1
SLCO1B3,solute carrier organic anion transporter family member 1B3
SLCO1B7,solute carrier organic anion transporter family member 1B7 (putative)
SLCO1C1,solute carrier organic anion transporter family member 1C1
SLCO2A1,solute carrier organic anion transporter family member 2A1
SLCO2B1,solute carrier organic anion transporter family member 2B1
SLCO3A1,solute carrier organic anion transporter family member 3A1
SLCO4A1,solute carrier organic anion transporter family member 4A1
SLCO4A1-AS1,SLCO4A1 antisense RNA 1
SLCO4C1,solute carrier organic anion transporter family member 4C1
SLCO5A1,solute carrier organic anion transporter family member 5A1
SLCO6A1,solute carrier organic anion transporter family member 6A1
SLED1,"proteoglycan 3, pro eosinophil major basic protein 2 pseudogene(SLED1)"
SLF1,SMC5-SMC6 complex localization factor 1
SLF2,SMC5-SMC6 complex localization factor 2
SLFN11,schlafen family member 11
SLFN12,schlafen family member 12
SLFN12L,schlafen family member 12 like
SLFN13,schlafen family member 13
SLFN14,schlafen family member 14
SLFN5,schlafen family member 5
SLFNL1,schlafen like 1
SLFNL1-AS1,SLFNL1 antisense RNA 1
SLIRP,SRA stem-loop interacting RNA binding protein
SLIT1,slit guidance ligand 1
SLIT2,slit guidance ligand 2
SLIT2-IT1,SLIT2 intronic transcript 1
SLIT3,slit guidance ligand 3
SLITRK1,SLIT and NTRK like family member 1
SLITRK2,SLIT and NTRK like family member 2
SLITRK3,SLIT and NTRK like family member 3
SLITRK4,SLIT and NTRK like family member 4
SLITRK5,SLIT and NTRK like family member 5
SLITRK6,SLIT and NTRK like family member 6
SLK,STE20 like kinase
SLMAP,sarcolemma associated protein
SLMO1,PRELI domain containing 3A
SLMO2,PRELI domain containing 3B
SLMO2-ATP5E,SLMO2-ATP5E readthrough(SLMO2-ATP5E)
SLN,sarcolipin
SLPI,secretory leukocyte peptidase inhibitor
SLTM,SAFB like transcription modulator
SLU7,"SLU7 homolog, splicing factor"
SLURP1,secreted LY6/PLAUR domain containing 1
SLX1A,"SLX1 homolog A, structure-specific endonuclease subunit"
SLX1A-SULT1A3,SLX1A-SULT1A3 readthrough (NMD candidate)
SLX1B,"SLX1 homolog B, structure-specific endonuclease subunit"
SLX1B-SULT1A4,SLX1B-SULT1A4 readthrough (NMD candidate)
SLX4,SLX4 structure-specific endonuclease subunit
SLX4IP,SLX4 interacting protein
SLX9,SLX9 ribosome biogenesis factor
SMA4,GUSB pseudogene 14
SMA5,GUSB pseudogene 15
SMAD1,SMAD family member 1
SMAD1-AS2,SMAD1 antisense RNA 2
SMAD2,SMAD family member 2
SMAD3,SMAD family member 3
SMAD4,SMAD family member 4
SMAD5,SMAD family member 5
SMAD5-AS1,SMAD5 antisense RNA 1
SMAD5OS,SMAD5 antisense RNA 1
SMAD6,SMAD family member 6
SMAD7,SMAD family member 7
SMAD9,SMAD family member 9
SMAGP,small cell adhesion glycoprotein
SMAP1,small ArfGAP 1
SMAP2,small ArfGAP2
SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
SMC1A,structural maintenance of chromosomes 1A
SMC1B,structural maintenance of chromosomes 1B
SMC2,structural maintenance of chromosomes 2
SMC3,structural maintenance of chromosomes 3
SMC4,structural maintenance of chromosomes 4
SMC5,structural maintenance of chromosomes 5
SMC5-AS1,SMC5 divergent transcript
SMC6,structural maintenance of chromosomes 6
SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
SMCO2,single-pass membrane protein with coiled-coil domains 2
SMCO3,single-pass membrane protein with coiled-coil domains 3
SMCO4,single-pass membrane protein with coiled-coil domains 4
SMCP,sperm mitochondria associated cysteine rich protein
SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2"
SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5"
SMCR6,"Smith-Magenis syndrome chromosome region, candidate 6(SMCR6)"
SMCR7,mitochondrial elongation factor 2
SMCR7L,mitochondrial elongation factor 1
SMCR8,SMCR8-C9orf72 complex subunit
SMCR9,#N/A
SMDT1,single-pass membrane protein with aspartate rich tail 1
SMEK1,protein phosphatase 4 regulatory subunit 3A
SMEK2,protein phosphatase 4 regulatory subunit 3B
SMEK3P,protein phosphatase 4 regulatory subunit 3C
SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase
SMG1P1,SMG1 pseudogene 1
SMG1P2,SMG1 pseudogene 2
SMG1P3,SMG1 pseudogene 3
SMG1P5,SMG1 pseudogene 5
SMG1P7,SMG1 pseudogene 7
SMG5,SMG5 nonsense mediated mRNA decay factor
SMG6,SMG6 nonsense mediated mRNA decay factor
SMG6-IT1,SMG6 intronic transcript 1
SMG7,SMG7 nonsense mediated mRNA decay factor
SMG7-AS1,SMG7 antisense RNA 1
SMG8,SMG8 nonsense mediated mRNA decay factor
SMG9,SMG9 nonsense mediated mRNA decay factor
SMIM1,small integral membrane protein 1 (Vel blood group)
SMIM10,small integral membrane protein 10
SMIM11,small integral membrane protein 11
SMIM12,small integral membrane protein 12
SMIM13,small integral membrane protein 13
SMIM14,small integral membrane protein 14
SMIM15,small integral membrane protein 15
SMIM17,small integral membrane protein 17
SMIM18,small integral membrane protein 18
SMIM19,small integral membrane protein 19
SMIM2,small integral membrane protein 2
SMIM2-AS1,SMIM2 antisense RNA 1
SMIM2-IT1,SMIM2 intronic transcript 1
SMIM20,small integral membrane protein 20
SMIM21,small integral membrane protein 21
SMIM22,small integral membrane protein 22
SMIM23,small integral membrane protein 23
SMIM24,small integral membrane protein 24
SMIM3,small integral membrane protein 3
SMIM4,small integral membrane protein 4
SMIM5,small integral membrane protein 5
SMIM6,small integral membrane protein 6
SMIM7,small integral membrane protein 7
SMIM8,small integral membrane protein 8
SMIM9,small integral membrane protein 9
SMKR1,small lysine rich protein 1
SMLR1,small leucine rich protein 1
SMN1,"survival of motor neuron 1, telomeric"
SMN2,"survival of motor neuron 2, centromeric"
SMNDC1,survival motor neuron domain containing 1
SMO,"smoothened, frizzled class receptor"
SMOC1,SPARC related modular calcium binding 1
SMOC2,SPARC related modular calcium binding 2
SMOX,spermine oxidase
SMPD1,sphingomyelin phosphodiesterase 1
SMPD2,sphingomyelin phosphodiesterase 2
SMPD3,sphingomyelin phosphodiesterase 3
SMPD4,sphingomyelin phosphodiesterase 4
SMPD5,sphingomyelin phosphodiesterase 5 (pseudogene)
SMPDL3A,sphingomyelin phosphodiesterase acid like 3A
SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
SMPX,small muscle protein X-linked
SMR3A,submaxillary gland androgen regulated protein 3A
SMR3B,submaxillary gland androgen regulated protein 3B
SMS,spermine synthase
SMTN,smoothelin
SMTNL1,smoothelin like 1
SMTNL2,smoothelin like 2
SMU1,SMU1 DNA replication regulator and spliceosomal factor
SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
SMURF1,SMAD specific E3 ubiquitin protein ligase 1
SMURF2,SMAD specific E3 ubiquitin protein ligase 2
SMYD1,SET and MYND domain containing 1
SMYD2,SET and MYND domain containing 2
SMYD3,SET and MYND domain containing 3
SMYD4,SET and MYND domain containing 4
SMYD5,SMYD family member 5
SNAI1,snail family transcriptional repressor 1
SNAI2,snail family transcriptional repressor 2
SNAI3,snail family transcriptional repressor 3
SNAI3-AS1,SNAI3 antisense RNA 1
SNAP23,synaptosome associated protein 23
SNAP25,synaptosome associated protein 25
SNAP25-AS1,SNAP25 antisense RNA 1
SNAP29,synaptosome associated protein 29
SNAP47,synaptosome associated protein 47
SNAP91,synaptosome associated protein 91
SNAPC1,small nuclear RNA activating complex polypeptide 1
SNAPC2,small nuclear RNA activating complex polypeptide 2
SNAPC3,small nuclear RNA activating complex polypeptide 3
SNAPC4,small nuclear RNA activating complex polypeptide 4
SNAPC5,small nuclear RNA activating complex polypeptide 5
SNAPIN,SNAP associated protein
SNAR-A10,small NF90 (ILF3) associated RNA A10
SNAR-A13,small NF90 (ILF3) associated RNA A13
SNAR-A14,small NF90 (ILF3) associated RNA A14
SNAR-A2,small NF90 (ILF3) associated RNA A2
SNAR-A3,small NF90 (ILF3) associated RNA A3
SNAR-A4,small NF90 (ILF3) associated RNA A4
SNAR-A8,small NF90 (ILF3) associated RNA A8
SNAR-B1,small NF90 (ILF3) associated RNA B1
SNAR-B2,small NF90 (ILF3) associated RNA B2
SNAR-C1,small NF90 (ILF3) associated RNA C1
SNAR-C2,small NF90 (ILF3) associated RNA C2
SNAR-C3,small NF90 (ILF3) associated RNA C3
SNAR-C4,small NF90 (ILF3) associated RNA C4
SNAR-D,small NF90 (ILF3) associated RNA D
SNAR-E,small NF90 (ILF3) associated RNA E
SNAR-F,small NF90 (ILF3) associated RNA F
SNAR-G1,small NF90 (ILF3) associated RNA G1
SNAR-G2,small NF90 (ILF3) associated RNA G2
SNAR-H,small NF90 (ILF3) associated RNA H
SNAR-I,small NF90 (ILF3) associated RNA I
SNCA,synuclein alpha
SNCA-AS1,SNCA antisense RNA 1
SNCAIP,synuclein alpha interacting protein
SNCB,synuclein beta
SNCG,synuclein gamma
SND1,staphylococcal nuclease and tudor domain containing 1
SND1-IT1,SND1 intronic transcript 1
SNED1,"sushi, nidogen and EGF like domains 1"
SNF8,SNF8 subunit of ESCRT-II
SNHG1,small nucleolar RNA host gene 1
SNHG10,small nucleolar RNA host gene 10
SNHG11,small nucleolar RNA host gene 11
SNHG12,small nucleolar RNA host gene 12
SNHG15,small nucleolar RNA host gene 15
SNHG16,small nucleolar RNA host gene 16
SNHG17,small nucleolar RNA host gene 17
SNHG18,small nucleolar RNA host gene 18
SNHG20,small nucleolar RNA host gene 20
SNHG21,small nucleolar RNA host gene 21
SNHG22,small nucleolar RNA host gene 22
SNHG3,small nucleolar RNA host gene 3
SNHG3-RCC1,#N/A
SNHG4,small nucleolar RNA host gene 4
SNHG5,small nucleolar RNA host gene 5
SNHG6,small nucleolar RNA host gene 6
SNHG7,small nucleolar RNA host gene 7
SNHG8,small nucleolar RNA host gene 8
SNHG9,small nucleolar RNA host gene 9
SNIP1,Smad nuclear interacting protein 1
SNN,stannin
SNORA1,"small nucleolar RNA, H/ACA box 1"
SNORA10,"small nucleolar RNA, H/ACA box 10"
SNORA11,"small nucleolar RNA, H/ACA box 11"
SNORA11B,"small nucleolar RNA, H/ACA box 11B"
SNORA11C,"small nucleolar RNA, H/ACA box 11C"
SNORA11D,"small nucleolar RNA, H/ACA box 11D"
SNORA11E,"small nucleolar RNA, H/ACA box 11E"
SNORA12,"small nucleolar RNA, H/ACA box 12"
SNORA13,"small nucleolar RNA, H/ACA box 13"
SNORA14A,"small nucleolar RNA, H/ACA box 14A"
SNORA14B,"small nucleolar RNA, H/ACA box 14B"
SNORA15,"small nucleolar RNA, H/ACA box 15"
SNORA16A,"small nucleolar RNA, H/ACA box 16A"
SNORA16B,"small nucleolar RNA, H/ACA box 16B"
SNORA17,"small nucleolar RNA, H/ACA box 17A"
SNORA18,"small nucleolar RNA, H/ACA box 18"
SNORA19,"small nucleolar RNA, H/ACA box 19"
SNORA20,"small nucleolar RNA, H/ACA box 20"
SNORA21,"small nucleolar RNA, H/ACA box 21"
SNORA22,"small nucleolar RNA, H/ACA box 22"
SNORA23,"small nucleolar RNA, H/ACA box 23"
SNORA24,"small nucleolar RNA, H/ACA box 24"
SNORA25,"small nucleolar RNA, H/ACA box 25"
SNORA26,"small nucleolar RNA, H/ACA box 26"
SNORA27,"small nucleolar RNA, H/ACA box 27"
SNORA28,"small nucleolar RNA, H/ACA box 28"
SNORA29,"small nucleolar RNA, H/ACA box 29"
SNORA2A,"small nucleolar RNA, H/ACA box 2A"
SNORA2B,"small nucleolar RNA, H/ACA box 2B"
SNORA3,"small nucleolar RNA, H/ACA box 3A"
SNORA30,"small nucleolar RNA, H/ACA box 30"
SNORA31,"small nucleolar RNA, H/ACA box 31"
SNORA32,"small nucleolar RNA, H/ACA box 32"
SNORA33,"small nucleolar RNA, H/ACA box 33"
SNORA34,"small nucleolar RNA, H/ACA box 2C"
SNORA35,"small nucleolar RNA, H/ACA box 35"
SNORA36A,"small nucleolar RNA, H/ACA box 36A"
SNORA36B,"small nucleolar RNA, H/ACA box 36B"
SNORA36C,"small nucleolar RNA, H/ACA box 36C"
SNORA37,"small nucleolar RNA, H/ACA box 37"
SNORA38,"small nucleolar RNA, H/ACA box 38"
SNORA38B,"small nucleolar RNA, H/ACA box 38B"
SNORA39,"small nucleolar RNA, H/ACA box 71E"
SNORA4,"small nucleolar RNA, H/ACA box 4"
SNORA40,"small nucleolar RNA, H/ACA box 40"
SNORA41,"small nucleolar RNA, H/ACA box 41"
SNORA42,"small nucleolar RNA, H/ACA box 80E"
SNORA43,"small nucleolar RNA, H/ACA box 17B"
SNORA44,"small nucleolar RNA, H/ACA box 44"
SNORA45,"small nucleolar RNA, H/ACA box 3B"
SNORA45A,"small nucleolar RNA, H/ACA box 3A"
SNORA45B,"small nucleolar RNA, H/ACA box 3B"
SNORA46,"small nucleolar RNA, H/ACA box 46"
SNORA47,"small nucleolar RNA, H/ACA box 47"
SNORA48,"small nucleolar RNA, H/ACA box 48"
SNORA49,"small nucleolar RNA, H/ACA box 49"
SNORA50,"small nucleolar RNA, H/ACA box 50A"
SNORA51,"small nucleolar RNA, H/ACA box 51"
SNORA52,"small nucleolar RNA, H/ACA box 52"
SNORA53,"small nucleolar RNA, H/ACA box 53"
SNORA54,"small nucleolar RNA, H/ACA box 54"
SNORA55,"small nucleolar RNA, H/ACA box 55"
SNORA56,"small nucleolar RNA, H/ACA box 56"
SNORA57,"small nucleolar RNA, H/ACA box 57"
SNORA58,"small nucleolar RNA, H/ACA box 58"
SNORA59B,"small nucleolar RNA, H/ACA box 59B"
SNORA5A,"small nucleolar RNA, H/ACA box 5A"
SNORA5B,"small nucleolar RNA, H/ACA box 5B"
SNORA5C,"small nucleolar RNA, H/ACA box 5C"
SNORA6,"small nucleolar RNA, H/ACA box 6"
SNORA60,"small nucleolar RNA, H/ACA box 60"
SNORA61,"small nucleolar RNA, H/ACA box 61"
SNORA62,"small nucleolar RNA, H/ACA box 62"
SNORA63,"small nucleolar RNA, H/ACA box 63"
SNORA64,"small nucleolar RNA, H/ACA box 64"
SNORA65,"small nucleolar RNA, H/ACA box 65"
SNORA66,"small nucleolar RNA, H/ACA box 66"
SNORA67,"small nucleolar RNA, H/ACA box 67"
SNORA68,"small nucleolar RNA, H/ACA box 68"
SNORA69,"small nucleolar RNA, H/ACA box 69"
SNORA70,"small nucleolar RNA, H/ACA box 70"
SNORA70B,"small nucleolar RNA, H/ACA box 70B"
SNORA70C,"small nucleolar RNA, H/ACA box 70C"
SNORA70F,"small nucleolar RNA, H/ACA box 70F"
SNORA71A,"small nucleolar RNA, H/ACA box 71A"
SNORA71B,"small nucleolar RNA, H/ACA box 71B"
SNORA71C,"small nucleolar RNA, H/ACA box 71C"
SNORA71D,"small nucleolar RNA, H/ACA box 71D"
SNORA71E,"small nucleolar RNA, H/ACA box 71E"
SNORA72,"small nucleolar RNA, H/ACA box 72"
SNORA73A,"small nucleolar RNA, H/ACA box 73A"
SNORA74A,"small nucleolar RNA, H/ACA box 74A"
SNORA74B,"small nucleolar RNA, H/ACA box 74B"
SNORA75,"small nucleolar RNA, H/ACA box 75"
SNORA76,"small nucleolar RNA, H/ACA box 50C"
SNORA76A,"small nucleolar RNA, H/ACA box 50A"
SNORA76C,"small nucleolar RNA, H/ACA box 50C"
SNORA77,"small nucleolar RNA, H/ACA box 77"
SNORA78,"small nucleolar RNA, H/ACA box 78"
SNORA79,"small nucleolar RNA, H/ACA box 79"
SNORA7A,"small nucleolar RNA, H/ACA box 7A"
SNORA7B,"small nucleolar RNA, H/ACA box 7B"
SNORA8,"small nucleolar RNA, H/ACA box 8"
SNORA80,"small nucleolar RNA, H/ACA box 80A"
SNORA80A,"small nucleolar RNA, H/ACA box 80A"
SNORA80B,"small nucleolar RNA, H/ACA box 80B"
SNORA80E,"small nucleolar RNA, H/ACA box 80E"
SNORA81,"small nucleolar RNA, H/ACA box 81"
SNORA84,"small nucleolar RNA, H/ACA box 84"
SNORA9,"small nucleolar RNA, H/ACA box 9"
SNORD10,"small nucleolar RNA, C/D box 10"
SNORD100,"small nucleolar RNA, C/D box 100"
SNORD102,"small nucleolar RNA, C/D box 102"
SNORD103A,"small nucleolar RNA, C/D box 103A"
SNORD103B,"small nucleolar RNA, C/D box 103B"
SNORD104,"small nucleolar RNA, C/D box 104"
SNORD105,"small nucleolar RNA, C/D box 105"
SNORD105B,"small nucleolar RNA, C/D box 105B"
SNORD107,"small nucleolar RNA, C/D box 107"
SNORD108,"small nucleolar RNA, C/D box 108"
SNORD109A,"small nucleolar RNA, C/D box 109A"
SNORD109B,"small nucleolar RNA, C/D box 109B"
SNORD11,"small nucleolar RNA, C/D box 11"
SNORD110,"small nucleolar RNA, C/D box 110"
SNORD111,"small nucleolar RNA, C/D box 111"
SNORD111B,"small nucleolar RNA, C/D box 111B"
SNORD113-1,"small nucleolar RNA, C/D box 113-1"
SNORD113-2,"small nucleolar RNA, C/D box 113-2"
SNORD113-4,"small nucleolar RNA, C/D box 113-4"
SNORD113-5,"small nucleolar RNA, C/D box 113-5"
SNORD113-6,"small nucleolar RNA, C/D box 113-6"
SNORD113-7,"small nucleolar RNA, C/D box 113-7"
SNORD113-9,"small nucleolar RNA, C/D box 113-9"
SNORD114-1,"small nucleolar RNA, C/D box 114-1"
SNORD114-10,"small nucleolar RNA, C/D box 114-10"
SNORD114-11,"small nucleolar RNA, C/D box 114-11"
SNORD114-12,"small nucleolar RNA, C/D box 114-12"
SNORD114-13,"small nucleolar RNA, C/D box 114-13"
SNORD114-14,"small nucleolar RNA, C/D box 114-14"
SNORD114-15,"small nucleolar RNA, C/D box 114-15"
SNORD114-16,"small nucleolar RNA, C/D box 114-16"
SNORD114-17,"small nucleolar RNA, C/D box 114-17"
SNORD114-18,"small nucleolar RNA, C/D box 114-18"
SNORD114-19,"small nucleolar RNA, C/D box 114-19"
SNORD114-2,"small nucleolar RNA, C/D box 114-2"
SNORD114-20,"small nucleolar RNA, C/D box 114-20"
SNORD114-21,"small nucleolar RNA, C/D box 114-21"
SNORD114-22,"small nucleolar RNA, C/D box 114-22"
SNORD114-23,"small nucleolar RNA, C/D box 114-23"
SNORD114-24,"small nucleolar RNA, C/D box 114-24"
SNORD114-25,"small nucleolar RNA, C/D box 114-25"
SNORD114-26,"small nucleolar RNA, C/D box 114-26"
SNORD114-27,"small nucleolar RNA, C/D box 114-27"
SNORD114-28,"small nucleolar RNA, C/D box 114-28"
SNORD114-29,"small nucleolar RNA, C/D box 114-29"
SNORD114-3,"small nucleolar RNA, C/D box 114-3"
SNORD114-30,"small nucleolar RNA, C/D box 114-30"
SNORD114-31,"small nucleolar RNA, C/D box 114-31"
SNORD114-4,"small nucleolar RNA, C/D box 114-4"
SNORD114-5,"small nucleolar RNA, C/D box 114-5"
SNORD114-6,"small nucleolar RNA, C/D box 114-6"
SNORD114-7,"small nucleolar RNA, C/D box 114-7"
SNORD114-8,"small nucleolar RNA, C/D box 114-8"
SNORD114-9,"small nucleolar RNA, C/D box 114-9"
SNORD115-1,"small nucleolar RNA, C/D box 115-1"
SNORD115-10,"small nucleolar RNA, C/D box 115-10"
SNORD115-11,"small nucleolar RNA, C/D box 115-11"
SNORD115-13,"small nucleolar RNA, C/D box 115-13"
SNORD115-14,"small nucleolar RNA, C/D box 115-14"
SNORD115-16,"small nucleolar RNA, C/D box 115-16"
SNORD115-17,"small nucleolar RNA, C/D box 115-17"
SNORD115-2,"small nucleolar RNA, C/D box 115-2"
SNORD115-20,"small nucleolar RNA, C/D box 115-20"
SNORD115-22,"small nucleolar RNA, C/D box 115-22"
